tool		CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M
bitvector/s3_clnt_2.BV.c.cil-1a.yml	true	unknown	7.082031757	3.725940839998657	193.376256	0.567	jumillit	196	0.140	0	TIMEOUT (ERROR (1))	911.858901884	856.2062328579777	2918.539264		felsit				unknown	7.908860175	4.126110142999096	207.163392	0.606	enderbit	196	0.148	0	TIMEOUT (ERROR (1))	911.170690752	904.5668353809742	4172.492800		chert			
bitvector/s3_clnt_2.BV.c.cil-2a.yml	false	unknown	7.210320147	3.7972246049903333	199.475200	0.440	granulit	197	0.194	0	TIMEOUT (ERROR (1))	911.114728835	897.9249467600021	3932.393472		hawaiit				unknown	7.311918255	3.9055931649927516	192.651264	0.562	jumillit	197	0.135	0	TIMEOUT (ERROR (1))	912.198564329	891.7164171460026	3403.120640		kersantit			
bitvector/s3_clnt_3.BV.c.cil-1a.yml	true	unknown	8.18559682	4.284446137986379	206.512128	0.713	kieselgur	203	0.177	0	TIMEOUT (ERROR (1))	912.159288828	864.0428584440087	3545.960448		liparit				unknown	7.854458842	4.1670183970127255	208.998400	0.606	hawaiit	203	0.140	0	TIMEOUT (ERROR (1))	911.125157015	904.8217196629848	4151.554048		halitit			
bitvector/s3_clnt_3.BV.c.cil-2a.yml	false	unknown	8.101997726	4.316082143981475	218.144768	0.741	foidit	203	0.196	0	TIMEOUT (ERROR (1))	911.241295213	904.6218106120068	5970.173952		flint				unknown	7.866440664	4.123633256007452	202.665984	0.675	kersantit	203	0.161	0	TIMEOUT (ERROR (1))	911.687402693	862.9234591220156	4288.536576		kersantit			
bitvector/s3_srvr_1a.BV.c.cil.yml	true	unknown	7.163455134	3.7514733700081706	198.008832	0.351	harzburgit	178	0.193	0	TIMEOUT (ERROR (1))	911.173328825	903.7436743209837	3437.285376		felsit				unknown	7.728680542	4.033308489015326	197.111808	0.340	kersantit	178	0.149	0	TIMEOUT (ERROR (1))	911.849136148	891.328302000009	3949.953024		enderbit			
bitvector/s3_srvr_2a.BV.c.cil.yml	true	unknown	8.009491247	4.180709337000735	207.339520	0.619	felsit	191	0.159	0	TIMEOUT (ERROR (1))	911.10135775	899.2574375710101	5697.253376		chert				unknown	8.026811101	4.253649496997241	202.899456	0.441	enderbit	191	0.194	0	TIMEOUT (ERROR (1))	911.143123188	904.6768969380064	4165.537792		granulit			
bitvector/s3_srvr_2a_alt.BV.c.cil.yml	true	unknown	7.109162152	3.7252023609762546	198.262784	0.426	foidit	192	0.150	0	TIMEOUT (ERROR (1))	911.720876896	886.1958047990047	2961.428480		kaolin				unknown	7.73864719	4.080944360990543	206.532608	0.511	bauxit	192	0.141	0	TIMEOUT (ERROR (1))	911.114985326	904.4855936839886	4300.836864		flint			
bitvector/s3_srvr_3a.BV.c.cil.yml	true	unknown	7.366650481	3.8583665729966015	193.179648	0.457	bauxit	183	0.145	0	TIMEOUT (ERROR (1))	912.094155125	892.0420331720088	3146.432512		bauxit				unknown	7.670005032	3.9947453470085748	199.266304	0.394	lydit	183	0.142	0	TIMEOUT (ERROR (1))	911.827378954	881.1158772130148	3080.032256		liparit			
bitvector/s3_srvr_3a_alt.BV.c.cil.yml	true	unknown	7.31692295	3.841172779997578	196.284416	0.437	felsit	183	0.158	0	TIMEOUT (ERROR (1))	911.064396841	904.2008453339804	2987.831296		flint				unknown	7.681106978	3.9757772010052577	198.062080	0.381	harzburgit	183	0.183	0	TIMEOUT (ERROR (1))	911.293414579	904.7340303469973	4839.931904		aplit			
bitvector/sum02-1.yml	false	unknown	6.138100378	3.2182131209992804	199.839744	0.045	kersantit	30	0.221	0	false(unreach-call)	8.309451743	4.323844129976351	206.577664		chondrit	197	0.729	8	unknown	5.872119495	3.0412031750020105	189.927424	0.052	lydit	30	0.153	0	false(unreach-call)	7.859919158	4.136663601995679	225.394688		ignimbrit	197	0.800	8
openssl-simplified/s3_srvr_1b.cil.yml	true	unknown	5.799894172	3.0605659279972315	193.589248	0.086	jumillit	35	0.132	0	OUT OF MEMORY	601.529993198	592.098167817021	6999.998464		kieselgur				unknown	5.929494969	3.111076175002381	193.912832	0.112	harzburgit	35	0.180	0	OUT OF MEMORY	685.185657524	677.0894721370132	6999.998464		liparit			
locks/test_locks_5.yml	true	unknown	7.831115631	4.391488888999447	226.062336	0.518	lydit	91	1.037	0	TIMEOUT (ERROR (1))	912.128223217	900.6038878340041	6467.776512		chert				unknown	8.053797588	4.493989778013201	200.437760	0.521	chert	91	1.035	0	TIMEOUT (ERROR (1))	911.331741459	903.8772155840124	5830.230016		chondrit			
locks/test_locks_6.yml	true	unknown	11.113808631	7.458002230006969	255.979520	1.910	granulit	105	2.632	0	OUT OF MEMORY	897.611251212	889.624112400983	6999.998464		halitit				unknown	12.837802254	8.69185317499796	238.964736	2.421	kaolin	105	3.164	0	TIMEOUT (ERROR (1))	912.82113226	865.0432539760077	5450.276864		kaolin			
locks/test_locks_7.yml	true	unknown	31.372751608	27.30015292498865	450.048000	11.766	biolithe	119	12.635	0	OUT OF MEMORY	771.920663563	684.5295044820232	6999.998464		liparit				unknown	33.326521188	28.53522662600153	476.856320	12.492	kieselgur	119	13.186	0	OUT OF MEMORY	777.343201806	684.1500381850055	6999.998464		liparit			
locks/test_locks_8.yml	true	unknown	101.624336203	96.95970151000074	1108.795392	46.538	felsit	133	47.540	0	TIMEOUT (ERROR (1))	912.363544784	869.4658296979906	5416.759296		charnockit				unknown	104.571864246	99.6956828419934	1112.174592	48.087	bauxit	133	48.638	0	OUT OF MEMORY	789.314040436	780.4634106779995	6999.998464		enderbit			
locks/test_locks_9.yml	true	unknown	472.615694176	465.4877359039965	3711.356928	230.558	bauxit	147	231.684	0	OUT OF MEMORY	686.497306687	677.848700817005	6999.998464		kersantit				unknown	434.573817302	427.9196797000186	3715.100672	209.273	hawaiit	147	215.482	0	OUT OF MEMORY	727.479318161	671.5615410449973	6999.998464		granulit			
eca-rers2012/Problem01_label00.yml	true	OUT OF MEMORY	520.04816541	511.2749864250072	6999.998464		kieselgur				TIMEOUT (ERROR (1))	911.21286286	899.4686813560256	5724.852224		jumillit				OUT OF MEMORY	708.041968658	695.1738523899985	6999.998464		bauxit				OUT OF MEMORY	528.225216713	513.1067471810093	6999.998464		bauxit			
eca-rers2012/Problem01_label01.yml	true	OUT OF MEMORY	701.235628988	691.4534866350004	6999.998464		halitit				TIMEOUT (ERROR (1))	911.306812951	896.9984262219805	6875.303936		harzburgit				OUT OF MEMORY	492.813604465	456.9508550199971	6999.998464		lydit				TIMEOUT (ERROR (1))	911.227624451	896.4807947929949	5667.446784		chert			
eca-rers2012/Problem01_label02.yml	true	OUT OF MEMORY	522.427698032	514.1191419450042	6999.998464		chondrit				OUT OF MEMORY	463.402436779	449.62296957999934	6999.998464		kaolin				OUT OF MEMORY	842.510635151	758.510851975996	6999.998464		chert				TIMEOUT (ERROR (1))	911.179894486	895.8589983819984	5675.786240		lignit			
eca-rers2012/Problem01_label03.yml	true	OUT OF MEMORY	737.83692985	722.083507718984	6999.998464		kaolin				TIMEOUT (ERROR (1))	911.246937426	894.581428645004	6048.505856		kieselgur				OUT OF MEMORY	662.217640414	653.6287456130085	6999.998464		halitit				TIMEOUT (ERROR (1))	911.266212259	894.1554569310101	5808.226304		biolithe			
eca-rers2012/Problem01_label04.yml	true	OUT OF MEMORY	725.738525012	696.123257875006	6999.998464		evaporit				TIMEOUT (ERROR (1))	912.621476545	895.0751447800139	6475.186176		jumillit				OUT OF MEMORY	530.372732612	521.860901314998	6999.998464		felsit				TIMEOUT (ERROR (1))	911.295650106	895.6173216630123	6504.718336		chert			
eca-rers2012/Problem01_label05.yml	true	OUT OF MEMORY	822.645454431	741.3626113929786	6999.998464		bauxit				TIMEOUT (ERROR (1))	911.242625378	897.3668751929945	5660.934144		foidit				OUT OF MEMORY	708.152051747	698.2192112009798	6999.998464		liparit				TIMEOUT (ERROR (1))	911.286687302	895.04799589701	6500.372480		evaporit			
eca-rers2012/Problem01_label06.yml	true	OUT OF MEMORY	796.255395985	720.4063332020014	6999.998464		granulit				OUT OF MEMORY	645.849799903	594.6860620189982	6999.998464		cipollino				OUT OF MEMORY	789.385362761	721.4950535059907	6999.998464		harzburgit				TIMEOUT (ERROR (1))	911.340648533	896.3167791320011	5976.387584		charnockit			
eca-rers2012/Problem01_label07.yml	true	OUT OF MEMORY	717.567552093	697.656698043982	6999.998464		jumillit				OUT OF MEMORY	481.671930708	471.04895530399517	6999.998464		cipollino				OUT OF MEMORY	711.070937817	698.5190387490147	6999.998464		felsit				TIMEOUT (ERROR (1))	911.323530731	894.3154713280092	6048.542720		evaporit			
eca-rers2012/Problem01_label08.yml	true	OUT OF MEMORY	534.326599385	526.0460846560018	6999.998464		essexit				TIMEOUT (ERROR (1))	911.296515146	898.7142997240007	6081.024000		evaporit				OUT OF MEMORY	378.763559749	371.5547583589796	6999.998464		halitit				TIMEOUT (ERROR (1))	911.30326912	898.9238119840156	6493.605888		kersantit			
eca-rers2012/Problem01_label09.yml	true	OUT OF MEMORY	519.154003913	509.7792312169913	6999.998464		halitit				TIMEOUT (ERROR (1))	912.482126397	826.3114837430185	6865.543168		impaktit				OUT OF MEMORY	747.748665422	733.4933807360067	6999.998464		kersantit				TIMEOUT (ERROR (1))	911.274266319	893.9144777750189	6053.744640		flint			
eca-rers2012/Problem01_label10.yml	true	OUT OF MEMORY	721.706390792	709.6015343310137	6999.998464		jacupirangit				TIMEOUT (ERROR (1))	913.803101716	811.8888744330034	6913.941504		kaolin				OUT OF MEMORY	715.504358351	704.2036739810137	6999.998464		kieselgur				TIMEOUT (ERROR (1))	911.286137185	894.7072228260222	6073.503744		jumillit			
eca-rers2012/Problem01_label11.yml	true	OUT OF MEMORY	543.172010578	533.7026087319828	6999.998464		lignit				TIMEOUT (ERROR (1))	912.67448466	896.8041819029895	6832.148480		essexit				OUT OF MEMORY	531.541246594	523.0882098080183	6999.998464		kieselgur				TIMEOUT (ERROR (1))	911.291209873	894.6441382490157	5779.230720		jumillit			
eca-rers2012/Problem01_label12.yml	true	OUT OF MEMORY	706.034059306	689.4152196449868	6999.998464		foidit				TIMEOUT (ERROR (1))	911.386734822	895.1728108650132	5681.946624		felsit				OUT OF MEMORY	533.459929408	524.9268177190097	6999.998464		evaporit				TIMEOUT (ERROR (1))	911.272415733	894.840144153015	5679.546368		evaporit			
eca-rers2012/Problem01_label13.yml	true	OUT OF MEMORY	823.541138082	751.8474046619958	6999.998464		bauxit				OUT OF MEMORY	812.187034391	796.4893469460076	6999.998464		kaolin				OUT OF MEMORY	438.127151106	430.9224141179875	6999.998464		essexit				TIMEOUT (ERROR (1))	911.074566279	864.30862135801	6866.849792		hawaiit			
eca-rers2012/Problem01_label14.yml	true	TIMEOUT	902.131282552	870.373412727	6999.998464		lignit				OUT OF MEMORY	579.529828232	566.4298314799962	6999.998464		granulit				OUT OF MEMORY	439.844689392	432.25012464800966	6999.998464		hawaiit				TIMEOUT (ERROR (1))	911.343024481	897.5492670899839	5683.712000		jacupirangit			
eca-rers2012/Problem01_label15.yml	false	OUT OF MEMORY	727.748477344	711.8058355980029	6999.998464		aplit				TIMEOUT (ERROR (1))	911.554456641	852.7561486199847	6581.137408		chondrit				OUT OF MEMORY	771.599396064	719.9774289079942	6999.998464		liparit				OUT OF MEMORY	537.884622803	523.043833009986	6999.998464		charnockit			
eca-rers2012/Problem01_label16.yml	true	OUT OF MEMORY	688.648551423	676.1816947149928	6999.998464		biolithe				OUT OF MEMORY	309.278344751	298.9362909939955	6999.998464		kieselgur				OUT OF MEMORY	737.992756486	702.0194800109894	6999.998464		kaolin				TIMEOUT (ERROR (1))	911.232059457	897.201760543976	6522.785792		kieselgur			
eca-rers2012/Problem01_label17.yml	true	OUT OF MEMORY	368.514486239	360.7935093260021	6999.998464		chert				TIMEOUT (ERROR (1))	911.347311649	894.7513190839963	5658.435584		enderbit				OUT OF MEMORY	317.952115822	311.7296933569887	6999.998464		lignit				OUT OF MEMORY	825.267389104	811.0345673669945	6999.998464		hawaiit			
eca-rers2012/Problem01_label18.yml	true	OUT OF MEMORY	368.010630192	360.936735826981	6999.998464		jumillit				OUT OF MEMORY	885.942259896	871.7773944709916	6999.998464		kieselgur				OUT OF MEMORY	692.44381258	680.0988894829934	6999.998464		chert				TIMEOUT (ERROR (1))	911.239907097	895.353513271024	6622.969856		kieselgur			
eca-rers2012/Problem01_label19.yml	true	OUT OF MEMORY	793.792214355	738.8510370340082	6999.998464		dolerit				TIMEOUT (ERROR (1))	911.346987295	894.6547362949932	5978.370048		impaktit				OUT OF MEMORY	802.185691907	725.6176179840113	6999.998464		liparit				TIMEOUT (ERROR (1))	911.318511263	898.9405717190239	5727.490048		kieselgur			
eca-rers2012/Problem01_label20.yml	false	OUT OF MEMORY	529.5054662	520.8415320069762	6999.998464		kieselgur				TIMEOUT (ERROR (1))	911.307006259	894.5287085070158	6062.419968		kersantit				OUT OF MEMORY	508.060795951	498.8745181589911	6999.998464		flint				OUT OF MEMORY	563.567826371	549.7598639609932	6999.998464		halitit			
eca-rers2012/Problem01_label21.yml	false	OUT OF MEMORY	712.407071674	702.7125597299892	6999.998464		charnockit				TIMEOUT (ERROR (1))	911.270533873	897.2121733390086	5662.941184		liparit				OUT OF MEMORY	648.759390603	640.3048483720049	6999.998464		impaktit				TIMEOUT (ERROR (1))	911.096209489	852.1771980810154	6792.613888		aplit			
eca-rers2012/Problem01_label22.yml	true	OUT OF MEMORY	523.781471159	515.4440028660174	6999.998464		lydit				TIMEOUT (ERROR (1))	911.38133401	895.3208000640152	5686.190080		aplit				OUT OF MEMORY	805.127350803	730.64413986	6999.998464		liparit				OUT OF MEMORY	583.019344154	572.1422968969855	6999.998464		chondrit			
eca-rers2012/Problem01_label23.yml	true	OUT OF MEMORY	451.316745298	417.55140499799745	6999.998464		lydit				OUT OF MEMORY	601.479424198	587.6909038840095	6999.998464		harzburgit				OUT OF MEMORY	527.843386786	517.8673909720092	6999.998464		kaolin				TIMEOUT (ERROR (1))	911.311213392	897.3973066420003	5970.919424		cipollino			
eca-rers2012/Problem01_label24.yml	true	OUT OF MEMORY	383.972305138	376.45681413201964	6999.998464		chondrit				TIMEOUT (ERROR (1))	911.308280352	894.1704259539838	5813.551104		kersantit				OUT OF MEMORY	359.524337284	351.27582677299506	6999.998464		halitit				TIMEOUT (ERROR (1))	911.322215063	894.4054566159903	5668.433920		cipollino			
eca-rers2012/Problem01_label25.yml	true	OUT OF MEMORY	393.411667897	383.75503699600813	6999.998464		evaporit				TIMEOUT (ERROR (1))	911.29143306	897.9615909779968	5680.816128		aplit				OUT OF MEMORY	795.966901262	718.8482509899768	6999.998464		kaolin				TIMEOUT (ERROR (1))	911.258789841	894.5231756470166	5680.267264		hawaiit			
eca-rers2012/Problem01_label26.yml	true	OUT OF MEMORY	360.798285328	353.23396176399547	6999.998464		granulit				TIMEOUT (ERROR (1))	911.378148703	897.0797006179928	6576.439296		lydit				OUT OF MEMORY	361.93681945	354.349514016998	6999.998464		impaktit				TIMEOUT (ERROR (1))	911.371816015	896.0969283969898	5655.871488		cipollino			
eca-rers2012/Problem01_label27.yml	true	OUT OF MEMORY	373.49889315	366.0042036199884	6999.998464		essexit				TIMEOUT (ERROR (1))	911.26753705	896.329514521989	6031.265792		kieselgur				OUT OF MEMORY	692.279048845	678.6617619430181	6999.998464		lydit				TIMEOUT (ERROR (1))	911.034211577	862.972870551981	6807.650304		chert			
eca-rers2012/Problem01_label28.yml	true	OUT OF MEMORY	373.266574747	365.82784549400094	6999.998464		liparit				OUT OF MEMORY	591.233974175	577.7990937090071	6999.998464		felsit				OUT OF MEMORY	362.002249081	354.7603717300226	6999.998464		hawaiit				TIMEOUT (ERROR (1))	911.328299015	898.1124325449928	6581.186560		lignit			
eca-rers2012/Problem01_label29.yml	true	OUT OF MEMORY	549.882811372	538.6988053320092	6999.998464		cipollino				OUT OF MEMORY	615.421554018	600.5709790980036	6999.998464		charnockit				OUT OF MEMORY	429.181313221	421.55536519602174	6999.998464		hawaiit				TIMEOUT (ERROR (1))	911.262444928	895.0952315609902	5672.464384		jumillit			
eca-rers2012/Problem01_label30.yml	true	OUT OF MEMORY	844.608654376	835.588216381002	6999.998464		kieselgur				TIMEOUT (ERROR (1))	911.353046934	895.2854219409928	6842.294272		lydit				OUT OF MEMORY	850.075515906	839.5958357950149	6999.998464		kaolin				TIMEOUT (ERROR (1))	911.343500394	895.8295304749918	6037.684224		chondrit			
eca-rers2012/Problem01_label31.yml	true	OUT OF MEMORY	818.104332049	739.5530055370182	6999.998464		felsit				TIMEOUT (ERROR (1))	911.247620199	899.0244382480159	6497.071104		evaporit				OUT OF MEMORY	707.004606687	697.548320922011	6999.998464		jumillit				OUT OF MEMORY	567.288989813	552.9815000650124	6999.998464		essexit			
eca-rers2012/Problem01_label32.yml	false	OUT OF MEMORY	375.302735059	366.1122889770195	6999.998464		halitit				TIMEOUT (ERROR (1))	911.272047328	895.3221075659967	5692.387328		hawaiit				OUT OF MEMORY	381.618894587	374.16968244098825	6999.998464		chert				TIMEOUT (ERROR (1))	912.610940096	895.7270169069816	6684.053504		impaktit			
eca-rers2012/Problem01_label33.yml	false	OUT OF MEMORY	544.895050804	536.2787986480107	6999.998464		kersantit				TIMEOUT (ERROR (1))	911.334224016	896.3579477780149	6919.143424		kaolin				OUT OF MEMORY	373.077144045	365.74171018900233	6999.998464		felsit				TIMEOUT (ERROR (1))	911.288651048	898.2810193219921	6583.230464		enderbit			
eca-rers2012/Problem01_label34.yml	true	OUT OF MEMORY	518.864488462	509.6247177559999	6999.998464		evaporit				TIMEOUT (ERROR (1))	911.309808675	894.3743203369959	6919.307264		foidit				OUT OF MEMORY	688.122174925	679.0853470359871	6999.998464		hawaiit				TIMEOUT (ERROR (1))	911.335504178	897.218555443018	6029.135872		granulit			
eca-rers2012/Problem01_label35.yml	false	OUT OF MEMORY	808.316270925	729.5404618870234	6999.998464		ignimbrit				TIMEOUT (ERROR (1))	911.286781924	893.3680712959904	5725.609984		foidit				OUT OF MEMORY	701.83032054	685.8958123970078	6999.998464		kieselgur				TIMEOUT (ERROR (1))	911.266505044	898.4147933369968	5687.832576		kaolin			
eca-rers2012/Problem01_label36.yml	true	OUT OF MEMORY	373.132233565	364.59401866799453	6999.998464		jacupirangit				OUT OF MEMORY	807.827470003	791.0592511470022	6999.998464		jumillit				OUT OF MEMORY	360.852383017	352.9924015160068	6999.998464		chert				TIMEOUT (ERROR (1))	911.206781201	897.1404901609931	5693.689856		flint			
eca-rers2012/Problem01_label37.yml	false	OUT OF MEMORY	379.596894418	372.21683397499146	6999.998464		flint				TIMEOUT (ERROR (1))	911.304156866	893.8439546140144	5905.293312		kaolin				OUT OF MEMORY	700.217269616	689.2217704869981	6999.998464		flint				OUT OF MEMORY	712.191329279	648.59141963601	6999.998464		charnockit			
eca-rers2012/Problem01_label38.yml	false	OUT OF MEMORY	687.94555883	675.777561223018	6999.998464		kaolin				TIMEOUT (ERROR (1))	911.289924298	896.808985206997	5814.857728		halitit				OUT OF MEMORY	823.091446784	749.8087154550012	6999.998464		kieselgur				TIMEOUT (ERROR (1))	911.2816013	898.1073322700104	5657.780224		flint			
eca-rers2012/Problem01_label39.yml	true	OUT OF MEMORY	719.785704066	710.1246804519906	6999.998464		charnockit				TIMEOUT (ERROR (1))	911.354903066	899.3352655289927	6492.459008		enderbit				OUT OF MEMORY	712.95221164	697.4359730709984	6999.998464		impaktit				TIMEOUT (ERROR (1))	911.337071603	897.4660947140073	5961.551872		kaolin			
eca-rers2012/Problem01_label40.yml	true	OUT OF MEMORY	716.949728862	707.7872839079937	6999.998464		bauxit				TIMEOUT (ERROR (1))	912.61777792	897.7632908439846	6236.008448		cipollino				OUT OF MEMORY	568.549418314	557.674003846012	6999.998464		halitit				TIMEOUT (ERROR (1))	911.276916902	896.6966999839933	5677.236224		bauxit			
eca-rers2012/Problem01_label41.yml	true	OUT OF MEMORY	637.143579108	627.4249097429856	6999.998464		granulit				TIMEOUT (ERROR (1))	912.23666255	868.1796831680113	6816.985088		charnockit				OUT OF MEMORY	570.395139648	560.3383865950163	6999.998464		liparit				TIMEOUT (ERROR (1))	911.297004916	897.1633693999902	6031.110144		kaolin			
eca-rers2012/Problem01_label42.yml	true	OUT OF MEMORY	371.619453416	363.9592097880086	6999.998464		felsit				OUT OF MEMORY	559.782409927	548.8214305720176	6999.998464		essexit				OUT OF MEMORY	701.678948756	689.10600685401	6999.998464		aplit				TIMEOUT (ERROR (1))	911.318605196	898.9275541800016	6078.095360		cipollino			
eca-rers2012/Problem01_label43.yml	true	OUT OF MEMORY	556.788922983	546.3875370869937	6999.998464		cipollino				TIMEOUT (ERROR (1))	912.663107682	897.4321738139843	6559.551488		charnockit				OUT OF MEMORY	310.586134423	304.3608666729997	6999.998464		lignit				OUT OF MEMORY	603.560285887	588.3290730669978	6999.998464		jacupirangit			
