tool		CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M	CPAchecker 2.3.1-svn-45350M
array-examples/sanfoundry_43_ground.yml	true	true	5.04407228	2.6570560509862844	185.761792		cipollino	1		0	true	4.964613599	2.6298081400163937	172.486656		granulit	1		0	true	5.029772186	2.6848119139904156	184.115200		kersantit	1		0	true	5.236484275	2.762716123019345	182.910976		charnockit	1		0
array-examples/sorting_bubblesort_2_ground.yml	false	ERROR	5.168772623	2.7452857489988673	183.107584		granulit	11		0	ERROR	5.557133169	2.926372670015553	183.435264		chert	11		0	ERROR	5.27831592	2.806837340001948	184.655872		halitit	11		0	ERROR	5.375946763	2.8284589720133226	188.874752		kieselgur	11		0
array-examples/sorting_bubblesort_ground-1.yml	true	ERROR	5.350824512	3.1068413089960814	203.284480		ehrwaldit	11		0	ERROR	5.248267573	2.7677639779867604	183.029760		jumillit	11		0	ERROR	5.175161911	2.6846035630151164	181.231616		cipollino	11		0	ERROR	4.834121268	2.5687089700077195	181.370880		kaolin	11		0
array-examples/sorting_bubblesort_ground-2.yml	false	ERROR	5.241846397	2.7587559680105187	187.842560		flint	11		0	ERROR	4.990024989	2.672348244988825	178.241536		lignit	11		0	ERROR	5.539874162	2.923523885983741	185.524224		jacupirangit	11		0	ERROR	5.093346604	2.712320781982271	179.384320		cipollino	11		0
array-examples/sorting_selectionsort_2_ground.yml	false	ERROR	5.802866108	3.0441271679883357	185.327616		chondrit	11		0	ERROR	5.124443681	2.7091255839914083	180.068352		cipollino	11		0	ERROR	5.410270582	2.838503256003605	187.269120		halitit	11		0	ERROR	5.582558399	2.921469769004034	186.986496		halitit	11		0
array-examples/sorting_selectionsort_ground-1.yml	false	ERROR	5.428742226	2.870659620006336	186.519552		granulit	11		0	ERROR	5.260394915	2.7763020310085267	182.444032		evaporit	11		0	ERROR	5.764713892	3.04551854901365	186.896384		jacupirangit	11		0	ERROR	5.249223995	2.74044069100637	180.408320		jacupirangit	11		0
array-examples/sorting_selectionsort_ground-2.yml	true	ERROR	5.448705805	2.882769359013764	184.020992		jumillit	11		0	ERROR	5.170145716	2.7428261830064002	167.985152		bauxit	11		0	ERROR	5.456753726	2.838903695024783	183.934976		chondrit	11		0	ERROR	5.693423099	3.0083414080145303	184.582144		liparit	11		0
array-examples/standard_allDiff2_ground.yml	false	ERROR	5.272512498	2.786017690988956	181.862400		jumillit	11		0	ERROR	4.884041662	2.6277651169802994	180.232192		harzburgit	11		0	ERROR	5.035676429	2.6943479900073726	180.293632		jumillit	11		0	ERROR	5.533720123	2.9168422389775515	187.707392		kieselgur	11		0
array-examples/standard_compareModified_ground.yml	true	ERROR	5.508663025	2.873353989998577	189.861888		lydit	11		0	ERROR	5.109561768	2.6980067209806293	179.322880		impaktit	11		0	ERROR	5.470457592	2.874767001980217	183.603200		essexit	11		0	ERROR	5.020083327	2.651360959978774	179.830784		jumillit	11		0
array-examples/standard_compare_ground.yml	true	ERROR	5.429584259	2.8713735479977913	183.083008		kieselgur	11		0	ERROR	5.16902479	2.7145398060092703	188.874752		impaktit	11		0	ERROR	5.436108185	2.881405289983377	185.204736		jacupirangit	11		0	ERROR	5.238634371	2.7695289659895934	183.152640		kieselgur	11		0
array-examples/standard_copy1_ground-1.yml	true	ERROR	5.40627523	2.85228196598473	183.775232		enderbit	11		0	ERROR	5.091239574	2.6962469239952043	185.122816		flint	11		0	ERROR	5.121727787	2.7289802720188163	181.428224		cipollino	11		0	ERROR	5.118248948	2.71844017598778	185.409536		jumillit	11		0
array-examples/standard_copy1_ground-2.yml	false	ERROR	5.46261353	2.8905181550071575	177.385472		harzburgit	11		0	ERROR	5.135697016	2.723103890020866	181.534720		bauxit	11		0	ERROR	4.830940634	2.551012306008488	178.774016		harzburgit	11		0	ERROR	5.10365679	2.7043382770207245	180.768768		impaktit	11		0
array-examples/standard_copy2_ground-1.yml	false	ERROR	5.248303883	2.770217065990437	183.078912		cipollino	11		0	ERROR	5.155150798	2.7137187010084745	182.145024		hawaiit	11		0	ERROR	5.419840712	2.8497117910010274	182.882304		lignit	11		0	ERROR	5.454037773	2.9127498019952327	183.603200		charnockit	11		0
array-examples/standard_copy2_ground-2.yml	true	ERROR	5.407213361	2.873180021008011	188.461056		kersantit	11		0	ERROR	5.145442495	2.719966812990606	186.466304		kieselgur	11		0	ERROR	5.490456875	2.901366712001618	182.378496		jacupirangit	11		0	ERROR	5.289647174	2.7702307339932304	185.200640		ignimbrit	11		0
array-examples/standard_copy3_ground-1.yml	true	ERROR	5.152404361	2.7363248050096445	176.353280		harzburgit	11		0	ERROR	5.111761021	2.6808376230183057	189.300736		hawaiit	11		0	ERROR	5.435934557	2.8720166019920725	182.464512		foidit	11		0	ERROR	5.153902511	2.7398978089913726	178.524160		jumillit	11		0
array-examples/standard_copy3_ground-2.yml	false	ERROR	5.5006669	2.897866970015457	182.673408		essexit	11		0	ERROR	4.878803026	2.6056042300187983	180.568064		chert	11		0	ERROR	5.249428795	2.7566014470066875	188.477440		impaktit	11		0	ERROR	5.321267384	2.7824031180061866	182.652928		hawaiit	11		0
array-examples/standard_copy4_ground-1.yml	true	ERROR	5.382350423	2.836440904007759	184.016896		jacupirangit	11		0	ERROR	5.234745284	2.824408732005395	183.607296		harzburgit	11		0	ERROR	5.195677414	2.7211347830016166	181.911552		lydit	11		0	ERROR	5.569809097	2.8966856650076807	185.200640		jacupirangit	11		0
array-examples/standard_copy4_ground-2.yml	false	ERROR	4.991598984	2.6083479419758078	193.650688		lydit	11		0	ERROR	5.398803287	2.8613644579891115	179.937280		felsit	11		0	ERROR	5.506142264	2.9521112049988005	182.079488		granulit	11		0	ERROR	5.274885948	2.828957552992506	180.539392		chondrit	11		0
array-examples/standard_copy5_ground-1.yml	true	ERROR	5.037811153	2.66326423099963	183.771136		cipollino	11		0	ERROR	5.140158983	2.7095293040038086	182.951936		lignit	11		0	ERROR	5.395951062	2.831677620008122	181.882880		chondrit	11		0	ERROR	5.184921099	2.7175903680035844	182.321152		essexit	11		0
array-examples/standard_copy5_ground-2.yml	false	ERROR	5.006356191	2.658809298009146	169.910272		liparit	11		0	ERROR	4.948145156	2.6026685110118706	179.851264		cipollino	11		0	ERROR	4.957322115	2.6388789290213026	180.416512		granulit	11		0	ERROR	5.388492511	2.8402275359840132	182.108160		charnockit	11		0
array-examples/standard_copy6_ground-1.yml	false	ERROR	5.101745873	2.6722244099946693	183.705600		enderbit	11		0	ERROR	5.420588237	2.852432168991072	192.188416		hawaiit	11		0	ERROR	5.400740418	2.8262548570055515	179.744768		granulit	11		0	ERROR	5.00184956	2.6672392309992574	179.716096		impaktit	11		0
array-examples/standard_copy6_ground-2.yml	true	ERROR	5.125047942	2.7656894059909973	175.890432		bauxit	11		0	ERROR	5.275314774	2.8033898650028277	192.143360		lydit	11		0	ERROR	5.370423816	2.815767655003583	190.320640		impaktit	11		0	ERROR	5.262868357	2.773986802989384	183.775232		lignit	11		0
array-examples/standard_copy7_ground-1.yml	false	ERROR	5.337465454	2.8398082299972884	182.296576		essexit	11		0	ERROR	5.222492049	2.7572185329918284	183.504896		enderbit	11		0	ERROR	5.238421044	2.7782966869999655	186.601472		felsit	11		0	ERROR	5.00944319	2.619290277012624	178.470912		impaktit	11		0
array-examples/standard_copy7_ground-2.yml	true	ERROR	5.268982519	2.7997399530140683	183.738368		enderbit	11		0	ERROR	5.257818245	2.768261346005602	179.077120		aplit	11		0	ERROR	4.898646643	2.5942294510023203	182.050816		lignit	11		0	ERROR	5.17873513	2.718112221977208	178.601984		jumillit	11		0
array-examples/standard_copy8_ground-1.yml	true	ERROR	5.505613974	2.918121027003508	185.589760		chondrit	11		0	ERROR	5.433988656	2.879728569998406	182.579200		kieselgur	11		0	ERROR	5.068174644	2.6963491270144004	181.743616		cipollino	11		0	ERROR	5.144197409	2.767713406996336	178.462720		jumillit	11		0
array-examples/standard_copy8_ground-2.yml	false	ERROR	5.517600607	2.897064226010116	181.608448		chondrit	11		0	ERROR	5.390024827	2.845133947994327	187.400192		kersantit	11		0	ERROR	5.87204837	3.101233516994398	181.469184		ignimbrit	11		0	ERROR	5.3534549	2.8395995530008804	185.671680		charnockit	11		0
array-examples/standard_copy9_ground-1.yml	false	ERROR	5.129050603	2.740508317016065	170.778624		kersantit	11		0	ERROR	5.344793756	2.8190974309982266	184.971264		kieselgur	11		0	ERROR	5.443041219	2.8765504939947277	178.507776		halitit	11		0	ERROR	5.385621298	2.823937122011557	184.045568		chondrit	11		0
array-examples/standard_copy9_ground-2.yml	true	ERROR	5.297898429	2.789397149987053	186.744832		felsit	11		0	ERROR	5.358736995	2.8460302200110164	181.563392		liparit	11		0	ERROR	5.340780428	2.7796539590053726	179.535872		foidit	11		0	ERROR	5.694396369	3.053699675016105	185.876480		chondrit	11		0
array-examples/standard_copyInitSum2_ground-1.yml	false	ERROR	5.285549966	2.7808986699965317	193.933312		flint	10		0	ERROR	5.048562752	2.6563601729867514	174.047232		cipollino	10		0	ERROR	5.184912872	2.766257532988675	181.407744		kersantit	10		0	ERROR	5.378403913	2.8644353470008355	179.564544		enderbit	10		0
array-examples/standard_copyInitSum2_ground-2.yml	true	ERROR	5.12740875	2.721455997991143	183.173120		chert	10		0	ERROR	4.985718466	2.6606648649903946	183.451648		kieselgur	10		0	ERROR	5.614826449	2.9522026449849363	184.385536		charnockit	10		0	ERROR	5.544087716	2.9296595839841757	184.004608		granulit	10		0
array-examples/standard_copyInitSum3_ground.yml	true	ERROR	5.231280761	2.766371336998418	184.676352		jacupirangit	10		0	ERROR	5.419722	2.8786816440115217	182.996992		jumillit	10		0	ERROR	5.197304081	2.761183983006049	184.057856		evaporit	10		0	ERROR	5.180596795	2.729700325988233	184.868864		ignimbrit	10		0
array-examples/standard_copyInitSum_ground.yml	true	ERROR	4.991582168	2.645520199002931	179.671040		lydit	11		0	ERROR	4.840747445	2.574761572002899	177.467392		kieselgur	11		0	ERROR	5.227032427	2.7484795250056777	184.516608		impaktit	11		0	ERROR	5.066607612	2.6676422099990305	182.288384		jumillit	11		0
array-examples/standard_copyInit_ground.yml	true	ERROR	4.971568872	2.5935001019970514	181.563392		felsit	10		0	ERROR	5.186834947	2.71589936199598	174.874624		ignimbrit	10		0	ERROR	5.405854196	2.8423912819998804	181.764096		granulit	10		0	ERROR	4.978348814	2.691660148993833	188.178432		lignit	10		0
array-examples/standard_find_ground-1.yml	true	ERROR	5.171776685	2.7421743090089876	180.948992		bauxit	11		0	ERROR	5.153275869	2.7140865650144406	180.813824		essexit	11		0	ERROR	5.059139639	2.6796612100151833	185.270272		halitit	11		0	ERROR	5.719271835	2.963383408001391	184.086528		enderbit	11		0
array-examples/standard_init1_ground-1.yml	false	ERROR	5.079731787	2.698573383007897	185.606144		jacupirangit	10		0	ERROR	5.128720526	2.679620512004476	179.298304		liparit	10		0	ERROR	4.93052134	2.6033016510191374	183.668736		impaktit	10		0	ERROR	5.231055802	2.7612910520110745	185.761792		jacupirangit	10		0
array-examples/standard_init1_ground-2.yml	true	ERROR	5.381045186	2.8232921640155837	193.204224		foidit	10		0	ERROR	5.21200099	2.7405988259997685	190.644224		flint	10		0	ERROR	5.190180597	2.7674861699924804	183.230464		chondrit	10		0	ERROR	5.275050794	2.7920335959934164	179.433472		evaporit	10		0
array-examples/standard_init2_ground-1.yml	false	ERROR	5.191285032	2.7237208930018824	177.340416		kaolin	10		0	ERROR	5.11327479	2.7299367189989425	181.145600		liparit	10		0	ERROR	5.421944268	2.901250250026351	180.891648		cipollino	10		0	ERROR	4.724085741	2.5301881060004234	180.219904		jumillit	10		0
array-examples/standard_init2_ground-2.yml	true	ERROR	5.366404994	2.80992938100826	184.098816		enderbit	10		0	ERROR	5.023996274	2.6407410749816336	178.061312		hawaiit	10		0	ERROR	4.827048971	2.5681135100021493	182.657024		lydit	10		0	ERROR	5.597086713	2.9573504630243406	189.841408		charnockit	10		0
array-examples/standard_init3_ground-1.yml	false	ERROR	5.516016867	2.894532615027856	180.174848		cipollino	10		0	ERROR	5.415188977	2.8612695620104205	187.277312		charnockit	10		0	ERROR	6.270154163	3.2894712399865966	189.677568		ehrwaldit	10		0	ERROR	4.99733029	2.647725543996785	187.449344		chert	10		0
array-examples/standard_init3_ground-2.yml	true	ERROR	5.362549596	2.8181897590111475	179.548160		ignimbrit	10		0	ERROR	5.094112668	2.716262358997483	179.109888		chondrit	10		0	ERROR	4.985057198	2.63251341402065	179.777536		kaolin	10		0	ERROR	4.925069337	2.635202539997408	177.344512		jumillit	10		0
array-examples/standard_init4_ground-1.yml	false	ERROR	5.433276977	2.8841871060139965	185.987072		chondrit	10		0	ERROR	5.11167758	2.7315097249811515	183.250944		jumillit	10		0	ERROR	4.976725375	2.643472006020602	179.712000		felsit	10		0	ERROR	4.968172574	2.6699872440076433	180.793344		biolithe	10		0
array-examples/standard_init4_ground-2.yml	true	ERROR	5.543567431	2.91247319401009	182.751232		foidit	10		0	ERROR	5.331159218	2.824991650006268	190.345216		evaporit	10		0	ERROR	5.1217785	2.716692448972026	180.768768		jumillit	10		0	ERROR	5.186171617	2.7996513069956563	189.112320		halitit	10		0
array-examples/standard_init5_ground-1.yml	true	ERROR	5.12312091	2.708112328982679	181.026816		granulit	10		0	ERROR	4.941159097	2.6250379600096494	180.023296		kieselgur	10		0	ERROR	5.076541009	2.7006191840046085	185.208832		bauxit	10		0	ERROR	4.931073228	2.591370376001578	186.486784		hawaiit	10		0
array-examples/standard_init5_ground-2.yml	false	ERROR	5.421236058	2.9001614509907085	183.975936		evaporit	10		0	ERROR	5.085458201	2.6534381689853035	178.159616		halitit	10		0	ERROR	4.800017143	2.529116323014023	175.517696		hawaiit	10		0	ERROR	5.205618498	2.7800965860078577	183.439360		granulit	10		0
array-examples/standard_init6_ground-1.yml	false	ERROR	5.561590766	2.9199662579922006	187.822080		halitit	10		0	ERROR	5.067305312	2.681376912019914	181.649408		jumillit	10		0	ERROR	5.136457172	2.715073111001402	179.920896		cipollino	10		0	ERROR	5.316587099	2.837096436007414	187.924480		ignimbrit	10		0
array-examples/standard_init6_ground-2.yml	true	ERROR	5.115120829	2.741500588017516	182.738944		kersantit	10		0	ERROR	5.33487488	2.8399568620079663	184.143872		charnockit	10		0	ERROR	5.245142066	2.7457957479928154	185.675776		harzburgit	10		0	ERROR	5.234520485	2.7737936280027498	180.523008		bauxit	10		0
array-examples/standard_init7_ground-1.yml	false	ERROR	4.878258988	2.6064624699938577	179.798016		harzburgit	10		0	ERROR	4.934155864	2.625782060000347	180.965376		hawaiit	10		0	ERROR	5.229713361	2.7490158150030766	178.155520		jacupirangit	10		0	ERROR	5.972397551	3.180650421010796	180.408320		ehrwaldit	10		0
array-examples/standard_init7_ground-2.yml	true	ERROR	5.18055384	2.7340583080076613	181.137408		flint	10		0	ERROR	5.495528506	2.8649683390103746	183.791616		jacupirangit	10		0	ERROR	5.14287236	2.756969050009502	185.233408		jumillit	10		0	ERROR	4.944053354	2.6110825320065487	180.924416		lydit	10		0
array-examples/standard_init8_ground-1.yml	false	ERROR	5.784585206	3.0338355629937723	183.578624		charnockit	10		0	ERROR	5.193866343	2.751896714005852	181.227520		biolithe	10		0	ERROR	5.355071765	2.842800968006486	184.053760		lydit	10		0	ERROR	5.063465162	2.699682025995571	184.561664		halitit	10		0
array-examples/standard_init8_ground-2.yml	true	ERROR	5.461082474	2.880215537996264	181.211136		jumillit	10		0	ERROR	5.558555759	2.92893453798024	186.474496		chondrit	10		0	ERROR	5.799553783	3.072055298020132	186.585088		chondrit	10		0	ERROR	5.101515781	2.7201079939841293	179.986432		chert	10		0
array-examples/standard_init9_ground-1.yml	false	ERROR	5.2028757	2.7336224430182483	193.814528		flint	10		0	ERROR	5.214451504	2.784800624998752	184.451072		liparit	10		0	ERROR	5.324870884	2.8217088029778097	181.702656		kersantit	10		0	ERROR	5.115684495	2.710725907003507	180.039680		jumillit	10		0
array-examples/standard_init9_ground-2.yml	true	ERROR	5.353419355	2.8028014059818815	186.789888		halitit	10		0	ERROR	5.262677467	2.7820399880001787	194.240512		hawaiit	10		0	ERROR	5.361225523	2.8147161649831105	183.799808		impaktit	10		0	ERROR	5.623196859	2.9624542910023592	180.940800		chondrit	10		0
array-examples/standard_maxInArray_ground.yml	true	ERROR	5.441849592	2.866845001000911	188.686336		kieselgur	11		0	ERROR	5.711928629	3.0489435490162577	193.343488		granulit	11		0	ERROR	5.287342424	2.809197798022069	184.950784		kieselgur	11		0	ERROR	5.669556805	3.002549305994762	188.133376		charnockit	11		0
array-examples/standard_minInArray_ground-1.yml	false	ERROR	5.022457541	2.6599892980011646	174.682112		hawaiit	11		0	ERROR	5.547807939	2.936001783993561	189.878272		bauxit	11		0	ERROR	5.405786348	2.8398824489850085	185.049088		hawaiit	11		0	ERROR	4.950180236	2.6607830110006034	191.614976		evaporit	11		0
array-examples/standard_minInArray_ground-2.yml	true	ERROR	5.435528795	2.859888831997523	185.835520		enderbit	11		0	ERROR	5.573430945	2.930820779001806	187.555840		aplit	11		0	ERROR	5.130724333	2.7538296769780573	180.785152		kaolin	11		0	ERROR	5.031550545	2.692891454003984	183.414784		cipollino	11		0
array-examples/standard_palindrome_ground.yml	true	ERROR	4.994371742	2.6650973120122217	178.794496		kersantit	11		0	ERROR	5.434902558	2.8739075209887233	181.538816		charnockit	11		0	ERROR	5.582591965	2.94139661200461	180.764672		enderbit	11		0	ERROR	5.379067068	2.795066731981933	182.521856		liparit	11		0
array-examples/standard_partial_init_ground.yml	true	ERROR	5.326602525	2.804271150002023	183.259136		liparit	11		0	ERROR	5.445196462	2.902898386993911	179.695616		charnockit	11		0	ERROR	5.372003575	2.9032804729940835	182.353920		jumillit	11		0	ERROR	5.051210368	2.675721567007713	175.198208		bauxit	11		0
array-examples/standard_partition_ground-1.yml	false	ERROR	5.042630962	2.6569494109717198	177.897472		impaktit	11		0	ERROR	5.130075619	2.715926942997612	186.138624		lignit	11		0	ERROR	5.055940849	2.641541891003726	181.178368		ignimbrit	11		0	ERROR	5.283117694	2.798316503991373	178.933760		lignit	11		0
array-examples/standard_partition_ground-2.yml	true	ERROR	5.289777651	2.7578144980070647	184.766464		biolithe	11		0	ERROR	5.006802904	2.6201345730223693	184.950784		lignit	11		0	ERROR	5.1400643	2.7457974580174778	181.514240		flint	11		0	ERROR	5.165150066	2.7072000589978416	180.670464		aplit	11		0
array-examples/standard_partition_original_ground.yml	true	ERROR	4.922365558	2.606240510009229	170.000384		lignit	11		0	ERROR	5.075926446	2.725580513011664	180.137984		kaolin	11		0	ERROR	5.489403639	2.887341051013209	185.028608		kaolin	11		0	ERROR	5.404830062	2.8723149050201755	178.266112		harzburgit	11		0
array-examples/standard_password_ground.yml	true	ERROR	5.415816053	2.86836546898121	185.073664		chert	11		0	ERROR	5.237246377	2.7553507470001932	189.952000		liparit	11		0	ERROR	5.245969772	2.7681252569891512	181.411840		liparit	11		0	ERROR	5.120331154	2.7091626420151442	173.154304		cipollino	11		0
array-examples/standard_reverse_ground.yml	true	ERROR	4.865026461	2.5503036440059077	179.154944		hawaiit	11		0	ERROR	5.081788679	2.6862441039993428	177.090560		felsit	11		0	ERROR	4.881898171	2.5692987180082127	191.889408		lydit	11		0	ERROR	5.397690749	2.840102094982285	186.310656		essexit	11		0
array-examples/standard_running-1.yml	false	ERROR	5.082287275	2.7231732119980734	180.350976		evaporit	11		0	ERROR	5.793061165	3.023845797026297	193.216512		liparit	11		0	ERROR	5.09345278	2.685949358972721	181.194752		kersantit	11		0	ERROR	5.129634592	2.706840017985087	183.779328		chert	11		0
array-examples/standard_running-2.yml	true	ERROR	5.032710922	2.6514817269926425	173.608960		essexit	11		0	ERROR	5.437217327	2.8435379680013284	183.042048		granulit	11		0	ERROR	5.415993338	2.900780895986827	180.559872		chondrit	11		0	ERROR	5.086682981	2.698088064993499	181.235712		felsit	11		0
array-examples/standard_sentinel-2.yml	true	ERROR	5.335022838	2.822423861012794	180.264960		impaktit	11		0	ERROR	5.208984484	2.7472958650032524	180.596736		granulit	11		0	ERROR	5.361013868	2.81060068498482	181.014528		kersantit	11		0	ERROR	5.313356827	2.7895396210078616	181.653504		kaolin	11		0
array-examples/standard_sentinel.i.v+cfa-reducer.yml	true	ERROR	5.129584753	2.709133493975969	187.363328		hawaiit	11		0	ERROR	5.051816742	2.6933485899935476	171.462656		ignimbrit	11		0	ERROR	5.326028477	2.8166588009917177	183.234560		evaporit	11		0	ERROR	4.877646376	2.574986189021729	183.283712		lignit	11		0
array-examples/standard_seq_init_ground.yml	true	ERROR	5.234097389	2.803277473023627	188.239872		jumillit	10		0	ERROR	5.185045157	2.7627817440079525	179.421184		evaporit	10		0	ERROR	5.240085346	2.750006319984095	185.663488		biolithe	10		0	ERROR	5.11487381	2.7342794540163595	181.485568		essexit	10		0
array-examples/standard_strcmp_ground.yml	true	ERROR	5.291490704	2.9234248860157095	175.448064		chondrit	12		0	ERROR	5.183522477	2.7414194379816763	175.828992		liparit	12		0	ERROR	5.337280128	2.83734408399323	184.557568		felsit	12		0	ERROR	5.196652772	2.7741474010108504	190.308352		flint	12		0
array-examples/standard_strcpy_ground-1.yml	true	ERROR	5.069066792	2.679157328995643	178.020352		ignimbrit	11		0	ERROR	5.394277837	2.83027058900916	185.962496		halitit	11		0	ERROR	5.030229825	2.6997490279900376	180.416512		lignit	11		0	ERROR	4.912924054	2.6322146280144807	179.384320		kaolin	11		0
